market_name,addr,business_week,context,ValidDate,Lontitude,Latitude,case_code,last_edited_date,type,badge_code,business_hours,business_hours_end
添好運高雄漢神巨蛋店,高雄市左營區博愛二路777號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,120.303118,22.670155,2020112000060,"2021-01-15 02:10:55",餐飲,B000703,11:00,22:00
美昌企業行,屏東縣屏東市瑞光里安心四橫巷165號1樓,"星期一,星期二,星期三,星期四,星期五,星期六",,2023-12-08,120.513544,22.662329,2020112700102,"2021-01-15 02:10:55",販售,C000270,08:30,20:00
丸亀製麺12號店,新竹市中央路229號4樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.974931,24.809666,2020120300115,"2021-01-15 02:10:55",餐飲,B000699,11:00,22:00
軒記台灣肉乾王(全興店),彰化縣伸港鄉工東一路30號,"星期一,星期二,星期三,星期四,星期五","三十年來血與汗的交織
重新找回失傳多年的技術與最熟悉的那個味道
軒記 台灣肉乾王    感謝您的支持",2023-12-08,120.511672,24.16403,2020120400009,"2021-01-15 02:10:55",販售,C000268,08:10,17:10
宇洲食品工業股份有限公司,屏東縣內埔鄉竹圍村福壽路225號,"星期二,星期三,星期五,星期六,星期日","宇洲食品工業股份有限公司,生產來源台灣豬",2023-12-08,120.555358,22.647324,2020120400015,"2021-01-15 02:10:55",工廠與製造,C000269,06:30,15:30
丸亀製麺25號店,新北市板橋區新站路28號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.466628,25.013676,2020120400035,"2021-01-15 02:10:55",餐飲,B000697,11:00,22:00
丸亀製麺26號店,雲林縣斗六市雲林路二段297號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.530572,23.702154,2020120400036,"2021-01-15 02:10:55",餐飲,B000698,11:00,22:00
丸亀製麺27號店,高雄市鳥松區大埤路123號(醫學大樓B1),"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.356029,22.649847,2020120400037,"2021-01-15 02:10:55",餐飲,B000700,11:00,22:00
丸豚複合店-台中一中店,臺中市北區ㄧ中街96號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.68525,24.149338,2020120400038,"2021-01-15 02:10:55",餐飲,B000701,11:00,22:00
喫茶趣信義分公司,臺北市大安區信義路四段88號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,121.547503,25.033026,2020120400059,"2021-01-15 02:10:55",餐飲,D000360,11:00,21:30
喫茶趣台中老虎城店,臺中市西屯區河南路三段120號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,120.638024,24.164283,2020120400060,"2021-01-15 02:10:55",餐飲,D000361,11:00,22:00
喫茶趣高雄夢時代店,高雄市前鎮區中華五路789號7樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,120.30819,22.595526,2020120400063,"2021-01-15 02:10:55",餐飲,D000363,11:30,21:30
喫茶趣漢神巨蛋店,高雄市左營區博愛二路777號6樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,120.303118,22.670155,2020120400064,"2021-01-15 02:10:55",餐飲,D000364,11:00,22:00
喫茶趣衡陽一店分公司,臺北市中正區衡陽路62號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,121.511784,25.042179,2020120400065,"2021-01-15 02:10:55",餐飲,D000365,11:00,21:30
喫茶趣-復興一店分公司,臺北市中山區復興北路152號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,121.543841,25.052938,2020120400069,"2021-01-15 02:10:55",餐飲,D000366,11:00,21:30
喫茶趣-陽明分公司,臺北市士林區中山北路五段570號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,121.528262,25.095592,2020120400070,"2021-01-15 02:10:55",餐飲,D000367,11:00,21:30
新竹愛買店,新竹市新竹市公道五路二段469號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,120.993379,24.804573,2020120400071,"2021-01-15 02:10:55",餐飲,D000368,11:30,21:30
喫茶趣竹南分公司,苗栗縣竹南鎮中華路422號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,120.919899,24.716246,2020120400072,"2021-01-15 02:10:55",餐飲,D000369,11:30,21:00
丸亀製麺13號店,高雄市三民區民族一路463號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.314867,22.658971,2020120300116,"2021-01-15 02:10:55",餐飲,B000705,11:00,22:00
丸亀製麺14號店,臺南市中西區西門路一段658號B2,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.198867,22.98673,2020120300117,"2021-01-15 02:10:55",餐飲,B000706,11:00,22:00
丸亀製麺15號店,"臺北市士林區忠誠路二段200 202 206號3樓","星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.534887,25.117818,2020120300119,"2021-01-15 02:10:55",餐飲,B000708,23:00,22:00
家香便當,臺中市大安區西安里3鄰東西八路56號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.602481,24.371134,2020120300120,"2021-01-15 02:10:55",餐飲,C000271,09:00,18:00
阿伯虱目魚,新竹市光復路1段450之2號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.013036,24.785146,2020120400006,"2021-01-15 02:10:55",餐飲,B000714,11:00,20:40
山東家味麵食館,新竹市建中一路15號,"星期一,星期二,星期三,星期四,星期五,星期日",經營麵食，炒飯，外帶外送菜色,2023-12-08,120.993816,24.800557,2020120400019,"2021-01-15 02:10:55",餐飲,C000272,10:00,20:00
小茶胡弄,花蓮縣花蓮市國魂里建林街177巷16弄5號1樓,"星期一,星期二,星期三,星期五,星期六,星期日",隱藏於花蓮市巷弄裡的古風茶室亦是午飯的地方.這裡可以好好的泡一手好茶.享用經典台灣美食．,2023-12-08,121.600933,23.983086,2020120400075,"2021-01-15 02:10:55",餐飲,D000370,11:30,17:00
丸龜製麵-家樂福重慶店,臺北市大同區重慶北路二段171號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.513828,25.059021,2020120400076,"2021-01-15 02:10:55",餐飲,B000709,11:00,22:00
丸龜製麵-家樂福安平店,臺南市中西區中華西路二段16號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.187181,22.987915,2020120400077,"2021-01-15 02:10:55",餐飲,B000710,11:00,22:00
丸龜製麵-大潤發台南店,臺南市北區臨安路二段310號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.202977,23.004794,2020120400078,"2021-01-15 02:10:55",餐飲,B000711,11:00,22:00
丸龜製麵-家樂福桂林店,臺北市萬華區桂林路1號4樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.506304,25.037675,2020120400079,"2021-01-15 02:10:55",餐飲,B000712,11:00,22:00
丸龜製麵-遠雄汐科店,新北市汐止區汐止新台五路一段97號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,0,0,2020120400080,"2021-01-19 01:32:27",餐飲,B000713,11:00,22:00
添好運松山店,臺北市信義區松山路11號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,121.578252,25.048456,2020112000039,"2021-01-15 02:10:55",餐飲,B000715,11:00,22:00
家溫度草悟店,臺中市西區美村路一段149巷5號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","家溫度 湯專門店是一間無添加的湯品專門店，提供各式湯品、手工麵包，健康無負擔又美味的食物！",2023-12-08,120.66212,24.151578,2020120100041,"2021-01-15 02:10:55",餐飲,B000721,11:30,21:30
蒸鮮腸粉總店,高雄市三民區青年路二段５２９號１樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",「蒸鮮腸粉」成立於2009年，從6張桌子的港式小舖，發展至今成為高雄連鎖飲茶餐廳，不斷推出多樣化美味佳餚，讓這家高雄茶餐廳既傳統又不失創意，在老饕們口中贊不絕口，體驗有如飯店級的經典手藝，並以推廣中華美食與台灣茶文化為理想，目前仍然持續擴展中！不斷打造多樣化創意美味佳餚，提供現點現蒸的港式點心、特色煲品、客製化桌菜。多年來，老闆堅持親自採購，從每一份食材的挑選，到用好水的堅持，都十分的用心，每一份,2023-12-08,120.348035,22.646615,2020120300021,"2021-01-15 02:10:55",餐飲,A000473,11:00,21:30
逸馨園有限公司,桃園市龜山區大同里大同路３５６巷３３弄１８號１、２樓,"星期一,星期二,星期三,星期四,星期五","我們是逸馨園有限公司,提供學校機關營養午餐,在各服務學校均獲得非常好評價,為學童食安把關,我們完全選用台灣在地生產之豬肉",2023-12-08,121.347841,24.987147,2020120300121,"2021-01-15 02:10:55",工廠與製造,C000275,19:00,17:00
宜蘭神農包子,宜蘭縣宜蘭市泰山路239號1樓,"星期二,星期三,星期四,星期五,星期六","宜蘭神農包子於2016年榮獲團購美食100強「冠軍」，於2014年榮獲全國團購潛力美食第二名，更受到宜蘭市長頒發「宜蘭之光」匾額，是網友及當地鄉民熱烈推薦必吃美食及伴手禮首選，五十餘年道地口味，從原料至製作，每個環節都不怠慢，猶如做給親人享用般的用心，讓吃過的人都回味無窮～～

",2023-12-08,121.739949,24.752215,2020120300122,"2021-01-15 02:10:55",餐飲,C000273,06:30,14:30
新百齡排骨大王,高雄市鼓山區華豐里裕誠路1260號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",秉持著有如做給家人吃的最高食材品質，製作健康且好吃的便當,2023-12-08,120.296646,22.666045,2020120300124,"2021-01-15 02:10:55",餐飲,C000274,10:00,20:00
劉富來香肉脯店,臺北市大同區延平北路1段102號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.511748,25.052624,2020120300127,"2021-01-15 02:10:55",販售,D000372,09:00,21:00
祥玉餐飲企業,苗栗縣竹南鎮12鄰獅山街47號,"星期一,星期二,星期三,星期四,星期五",,2023-12-08,120.872997,24.67624,2020120400001,"2021-01-15 02:10:55",餐飲,B000720,0800,1700
丸亀製麺17號店,高雄市前金區成功一路266-1號B3,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.296032,22.619333,2020120400024,"2021-01-15 02:10:55",餐飲,B000717,11:00,23:00
丸亀製麺18號店,臺北市萬華區峨眉街52號2F,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.505399,25.043803,2020120400026,"2021-01-15 02:10:55",餐飲,B000718,11:00,22:00
丸亀製麺19號店,桃園市中壢區中華路一段450號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.25354,24.972107,2020120400027,"2021-01-15 02:10:55",餐飲,B000719,11:00,22:00
希望殿堂精緻商旅,高雄市三民區自立一路303號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","希望殿堂 『希望超越期望』。
 我們以最誠摯的心，邀請您來體驗不一樣的旅遊感受。",2023-12-08,120.296195,22.643908,2020120400082,"2021-01-15 02:10:55",餐飲,B000716,01:00,01:00
佳祥餐盒食品廠,臺中市清水區忠孝西路103號,"星期一,星期二,星期三,星期四,星期五,星期六",,2023-12-08,120.556501,24.262682,2020120400084,"2021-01-15 02:10:55",販售,D000371,08:00,17:00
東原製油實業有限公司,臺中市太平區太平里永平路３段１３２巷５５弄１號,"星期二,星期三,星期四,星期五,星期六",本公司主要產品為熟豬油及豬油角，其來源皆為台灣本土豬隻。,2023-12-08,120.705963,24.124918,2020120200005,"2021-01-15 02:10:55",工廠與製造,B000722,20:00,17:00
王記府城肉粽,臺北市松山區八德路2段374號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",王記府城肉粽創立於1991年，專門經營台南府城肉粽的販售，讓身在北部的客人也能吃到南部粽的美味。,2023-12-08,121.546041,25.047957,2020120200043,"2021-01-15 02:10:55",餐飲,D000373,10:00,12:00
丸豚複合店-基隆店,基隆市仁愛區仁二路236號3樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.743581,25.129496,2020120400040,"2021-01-15 02:10:55",餐飲,B000723,11:00,22:00
丸亀製麺28號店,高雄市左營區高鐵路115號4樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.309647,22.688039,2020120400041,"2021-01-15 02:10:55",餐飲,B000724,11:00,22:00
丸亀製麺29號店,臺中市東區復興路四段186號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.687674,24.135473,2020120400043,"2021-01-15 02:10:55",餐飲,B000725,11:00,22:00
添好運台北站前店,臺北市中正區忠孝西路一段36號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,121.517043,25.046064,2020111800009,"2021-01-15 02:10:55",餐飲,B000729,10:00,22:00
泰一定食,臺南市中西區公園路60號3樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.205827,22.995359,2020120200057,"2021-01-15 02:10:55",餐飲,B000726,11:00,22:00
讚岐本家,臺北市松山區慶城街21號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",正統日式烏龍麵、丼飯專賣店,2023-12-08,121.545135,25.053387,2020120300017,"2021-01-15 02:10:55",餐飲,D000379,11:30,20:30
喫茶趣內湖一店分公司,臺北市內湖區瑞光路409號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","喫茶趣以傳統與創新的精神，在店內的裝潢採用「現代多元中國風」的風格，
以年輕、休閒、生活化的「新茶文化」為概念，
將現代簡潔明亮的設計與中國細緻優雅的質感融合，創造出喫茶趣多元的風貌。
在天仁喫茶趣裡，
我們堅持用天仁最優質的茶葉，自創出獨樹一幟的茶飲、茶點、茶膳，讓您不只是喝『茶』，
生活上也可從飲食中輕鬆品嚐到『茶』的奧妙。",2023-12-08,121.571371,25.078296,2020120300091,"2021-01-15 02:10:55",餐飲,D000378,11:00,21:30
如美餅舖,新竹市長安街10號,"星期一,星期二,星期三,星期四,星期五,星期六",,2023-12-08,120.965526,24.805216,2020120400042,"2021-01-15 02:10:55",販售,B000731,09:00,21:00
丸亀製麺30號店,屏東縣屏東市公勇路62號1F,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.486352,22.66871,2020120400044,"2021-01-15 02:10:55",餐飲,B000727,11:00,22:00
丸亀製麺31號店,臺北市信義區菸廠路88號B2,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.561111,25.044737,2020120400045,"2021-01-15 02:10:55",餐飲,B000728,11:00,22:00
丸亀製麺32號店,新北市中和區中山路二段228號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.498938,25.00278,2020120400047,"2021-01-15 02:10:55",餐飲,B000730,11:00,22:00
勝博殿春日店,桃園市桃園區春日路618-1號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.311663,25.008731,2020120400122,"2021-01-15 02:10:55",餐飲,D000374,11:00,22:00
勝博殿三峽北大店,新北市三峽區學成路227號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.374823,24.942426,2020120400133,"2021-01-15 02:10:55",餐飲,D000377,11:00,21:30
勝博殿南西店,臺北市中山區南京西路15號7樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.520967,25.052676,2020120400134,"2021-01-15 02:10:55",餐飲,D000376,11:00,21:30
勝博殿三創店,臺北市中正區市民大道三段2號B2,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.531021,25.045632,2020120400135,"2021-01-15 02:10:55",餐飲,D000375,11:00,21:30
黎氏金川,新竹縣竹北市仁義路129號仁義臨時走道7號,"星期二,星期三,星期四,星期五,星期六,星期日",我是在竹北仁義市場溫體黑豬肉，每天早上當天現宰的問體黑豬，每次電宰出場前獸醫都會蓋上檢驗合格標章，大家吃的安心也用的安心。,2023-12-08,121.014504,24.834444,2020120400046,"2021-01-15 02:10:55",販售,C000277,06:00,00:00
旅旅食光,南投縣仁愛鄉仁和路171號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","「選擇一條不一樣的路，傳遞安心好味道」
從選定成本較高的產銷食材，到講究一粒米的溯源，都是嚴格把關。更進一步在水源上改善，並引進蔬果spa機，去除99%以上的化學殘留，去蕪存菁還原食材的真實狀態。最後在主廚創新的巧思下，成就一個個既美味又健康的盒餐。",2023-12-08,121.155948,24.047345,2020120400119,"2021-01-15 02:10:55",餐飲,B000737,09:00,21:00
勝博殿南京建國店,臺北市中山區南京東路二段210號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.53597,25.051815,2020120400136,"2021-01-15 02:10:55",餐飲,D000380,11:00,22:00
牛魔王牛排,高雄市三民區大昌二路559號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.329524,22.651899,2020120400137,"2021-01-15 02:10:55",餐飲,B000732,16:30,22:30
勝博殿華泰名品城店,桃園市中壢區春德路189號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.212711,25.014897,2020120400138,"2021-01-15 02:10:55",餐飲,D000381,00:00,21:00
唯豐肉鬆(忠孝店),臺北市大安區忠孝東路四段223巷24號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.55309,25.042634,2020120400139,"2021-01-15 02:10:55",販售,B000733,09:00,22:00
家溫度北屯營業所,臺中市北屯區三光里北屯路212巷9號,"星期三,星期四,星期五,星期六,星期日","家溫度 湯專門店是一間無添加的湯品專門店，提供各式湯品、手工麵包，健康無負擔又美味的食物！",2023-12-08,120.696751,24.167745,2020120400140,"2021-01-15 02:10:55",餐飲,B000734,11:30,20:30
勝博殿漢神巨蛋Expresss店,高雄市左營區博愛二路777號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.303118,22.670155,2020120400141,"2021-01-15 02:10:55",餐飲,D000382,11:00,22:00
家溫度樂華店,新北市永和區中山路一段85號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","家溫度 湯專門店是一間無添加的湯品專門店，提供各式湯品、手工麵包，健康無負擔又美味的食物！",2023-12-08,121.512107,25.010688,2020120400142,"2021-01-15 02:10:55",餐飲,B000735,11:30,21:30
勝博殿漢神本館,高雄市前金區成功一路266-1號B3,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.296032,22.619333,2020120400143,"2021-01-15 02:10:55",餐飲,D000383,11:00,22:00
家溫度光復店,臺北市大安區光復南路240巷3號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","家溫度 湯專門店是一間無添加的湯品專門店，提供各式湯品、手工麵包，健康無負擔又美味的食物！",2023-12-08,121.557365,25.040616,2020120400144,"2021-01-15 02:10:55",餐飲,B000736,11:30,21:30
勝博殿永和比漾店,新北市永和區中山路一段238號5樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.507645,25.007836,2020120400145,"2021-01-15 02:10:55",餐飲,D000384,11:00,21:30
蘋果村親子餐廳,苗栗縣頭份市中華路1353號1樓,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.91467,24.693427,2020120400147,"2021-01-15 02:10:55",餐飲,B000738,23:00,20:30
勝博殿新時代店,臺中市東區復興路四段186號3樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,120.687674,24.135473,2020120400148,"2021-01-15 02:10:55",餐飲,D000385,11:00,22:00
"本場流 寶萊納",桃園市龜山區山頂村興邦路35號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.324612,24.983027,2020120400149,"2021-01-15 02:10:55",餐飲,B000739,22:03,21:03
添好運桃園台茂店,桃園市蘆竹區南崁路一段112號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,121.288383,25.053471,2020112000050,"2021-01-15 02:10:55",餐飲,B000743,11:00,22:00
添好運中壢大江店,桃園市中壢區中園路二段501號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,121.228857,25.000599,2020112000052,"2021-01-15 02:10:55",餐飲,B000744,11:00,22:00
添好運中和環球店,"新北市中和區中山路三段122號B2 櫃號:B209","星期一,星期二,星期三,星期四,星期五,星期六,星期日",連續十一年榮獲米其林一星肯定，創於2009年3月的添好運是一間著名的香港點心店，以「即叫即蒸」的烹飪堅持，提供食客新鮮、現做、美味的飲食饗宴；最受歡迎的酥皮焗叉燒包，展現港式點心新鮮現做的特色與主廚們深厚的烹飪功力。創辦人麥桂培師傅希望顧客支付路邊攤價格，卻享有五星級飯店的手藝；秉持著這份初衷與熱忱，開幕八個月後即受國際飲食權威「米其林」評定為一星級餐廳，並自2010年~2020年連續獲得此殊榮。,2023-12-08,121.475689,25.006077,2020112000055,"2021-01-15 02:10:55",餐飲,B000746,11:00,22:00
拾貳食品有限公司,臺北市內湖區民權東路六段266號4樓,"星期一,星期二,星期三,星期四,星期五",專營ODM、OEM、冷凍食品、彌月，由五星級主廚監製,2023-12-08,121.604758,25.071649,2020120400088,"2021-01-15 02:10:55",工廠與製造,B000745,0900,1800
勝博殿松山店,臺北市信義區松山路11號2樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-12-08,121.578252,25.048456,2020120400111,"2021-01-15 02:10:55",餐飲,D000388,11:00,21:30
